YYMMDDHHMI,STN,WD,WS,GST,VS,RVR1,RVR2,WC,CA,CA1,CT1,CH1,CA2,CT2,CH2,CA3,CT3,CH3,CA4,CT4,CH4,TA,TD,HM,PA,PS,RN
202407112300,113,320,3,-9,5000,-9,-9,10,7,7,7,700,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.1,20.9,9.3,1002.5,1003.3,-9.0
202407120000,113,290,3,-9,5000,-9,-9,10,8,8,7,600,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.1,20.9,9.3,1002.5,1003.3,-9.0
202407120100,113,260,3,-9,5000,-9,-9,10,7,7,7,600,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.0,20.7,9.2,1002.3,1003.1,-9.0
202407120200,113,290,1,-9,4500,-9,-9,10,7,7,7,500,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.9,20.8,9.4,1002.1,1002.9,-9.0
202407120300,113,330,1,-9,4000,-9,-9,10,7,7,7,400,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.6,20.7,9.5,1001.8,1002.6,-9.0
202407120400,113,360,2,-9,3500,-9,-9,10,8,8,7,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.7,21.1,9.7,1001.9,1002.7,-9.0
202407120500,113,10,3,-9,2500,-9,-9,10,8,8,7,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,21.7,21.3,9.7,1002.0,1002.8,-9.0
202407120600,113,270,1,-9,3000,-9,-9,10,8,8,7,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.0,21.4,9.6,1002.4,1003.2,-9.0
202407120700,113,160,2,-9,2200,-9,-9,10,8,8,7,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.1,21.5,9.7,1002.9,1003.7,-9.0
202407120800,113,170,4,-9,1500,-9,-9,50,8,8,7,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.3,21.9,9.8,1003.2,1004.0,0.1
202407120900,113,160,5,-9,3000,-9,-9,10,8,5,7,300,8,7,1200,-9,-9,-9,-9,-9,-9,22.5,21.6,9.5,1003.0,1003.8,0.0
202407121000,113,120,3,-9,5000,-9,-9,10,8,6,7,600,8,7,1200,-9,-9,-9,-9,-9,-9,23.4,21.6,9.0,1003.2,1004.0,-9.0
202407121100,113,110,2,-9,4500,-9,-9,10,7,7,7,800,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.9,22.0,8.4,1003.1,1003.9,-9.0
202407121200,113,290,5,-9,5000,-9,-9,10,7,4,7,900,7,6,2500,-9,-9,-9,-9,-9,-9,25.2,22.2,8.4,1002.8,1003.6,-9.0
202407121300,113,290,6,-9,6000,-9,-9,10,6,6,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.6,22.5,7.8,1002.5,1003.3,-9.0
202407121400,113,280,6,-9,7000,-9,-9,10,4,1,7,1700,4,6,2500,-9,-9,-9,-9,-9,-9,26.9,23.0,7.9,1002.5,1003.3,-9.0
202407121500,113,300,7,-9,7000,-9,-9,10,4,4,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.6,22.4,7.8,1002.1,1002.9,-9.0
202407121600,113,280,9,-9,7000,-9,-9,10,3,3,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.4,22.3,7.8,1002.4,1003.2,-9.0
202407121700,113,290,7,-9,8000,-9,-9,10,3,3,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.6,22.2,8.1,1002.2,1002.9,-9.0
202407121800,113,290,5,-9,10000,-9,-9,-9,2,2,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.6,22.2,8.1,1002.1,1002.9,-9.0
202407121900,113,300,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.3,21.8,8.6,1002.1,1002.9,-9.0
202407122000,113,300,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.4,22.1,9.2,1002.6,1003.4,-9.0
202407122100,113,320,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.0,22.1,9.4,1003.3,1004.1,-9.0
202407122200,113,310,5,-9,7000,-9,-9,10,2,2,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.2,22.3,9.5,1003.8,1004.6,-9.0
202407122300,113,320,4,-9,6000,-9,-9,10,2,2,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.0,22.1,9.5,1003.7,1004.5,-9.0
202407130000,113,70,2,-9,7000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.2,21.9,9.3,1003.5,1004.3,-9.0
202407130100,113,360,2,-9,6000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.8,21.3,9.1,1003.2,1004.0,-9.0
202407130200,113,330,1,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.0,22.1,9.5,1003.3,1004.1,-9.0
202407130300,113,360,2,-9,5000,-9,-9,10,1,1,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.6,22.0,9.6,1003.2,1004.0,-9.0
202407130400,113,50,2,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.8,22.0,9.5,1003.3,1004.1,-9.0
202407130500,113,40,2,-9,2500,-9,-9,41,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.3,21.6,9.6,1003.7,1004.5,-9.0
202407130600,113,40,3,-9,3000,-9,-9,10,3,3,6,4500,-9,-9,-9,-9,-9,-9,-9,-9,-9,22.8,22.1,9.6,1004.3,1005.1,-9.0
202407130700,113,30,4,-9,3500,-9,-9,10,5,5,3,11000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.0,22.4,9.1,1004.5,1005.3,-9.0
202407130800,113,30,6,-9,4000,-9,-9,10,4,4,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.0,22.6,9.2,1005.0,1005.8,-9.0
202407130900,113,40,7,-9,4000,-9,-9,10,3,3,7,1700,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.8,23.1,9.0,1005.1,1005.9,-9.0
202407131000,113,40,6,-9,4000,-9,-9,10,6,6,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.1,23.7,8.7,1005.4,1006.1,-9.0
202407131100,113,350,2,-9,4000,-9,-9,10,4,4,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.9,23.7,7.8,1005.5,1006.3,-9.0
202407131200,113,170,5,-9,4000,-9,-9,10,4,4,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,29.4,23.7,7.1,1005.2,1006.0,-9.0
202407131300,113,290,5,-9,4000,-9,-9,5,4,4,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,28.5,24.0,7.7,1005.1,1005.9,-9.0
202407131400,113,260,7,-9,4000,-9,-9,5,5,4,6,2500,5,1,20000,-9,-9,-9,-9,-9,-9,29.2,24.1,7.4,1005.1,1005.9,-9.0
202407131500,113,270,8,-9,5000,-9,-9,5,3,1,6,2500,3,0,20000,-9,-9,-9,-9,-9,-9,30.0,23.8,6.9,1004.6,1005.4,-9.0
202407131600,113,280,10,-9,4500,-9,-9,5,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.7,23.3,7.7,1004.6,1005.4,-9.0
202407131700,113,280,8,-9,4000,-9,-9,5,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.5,23.1,7.7,1005.0,1005.8,-9.0
202407131800,113,290,9,-9,3500,-9,-9,10,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.7,23.3,8.2,1005.3,1006.1,-9.0
202407131900,113,280,6,-9,3500,-9,-9,10,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.9,22.8,8.3,1005.8,1006.6,-9.0
202407132000,113,310,2,-9,3000,-9,-9,10,3,3,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.5,23.0,9.1,1006.2,1007.0,-9.0
202407132100,113,280,3,-9,3000,-9,-9,10,6,6,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.7,23.3,9.2,1007.0,1007.8,-9.0
202407132200,113,320,1,-9,3000,-9,-9,10,6,6,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.7,23.4,9.2,1008.0,1008.8,-9.0
202407132300,113,280,1,-9,3000,-9,-9,10,6,6,3,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.9,23.1,9.0,1007.9,1008.7,-9.0
202407140000,113,330,4,-9,5000,-9,-9,95,8,1,9,1000,5,6,3500,8,5,10000,-9,-9,-9,23.0,21.6,9.2,1008.1,1008.9,4.3
202407140100,113,330,3,-9,10000,-9,-9,29,6,2,6,2000,6,3,7000,-9,-9,-9,-9,-9,-9,23.7,22.1,9.1,1007.7,1008.5,0.0
202407140200,113,60,2,-9,10000,-9,-9,-9,6,4,6,4000,6,3,7000,-9,-9,-9,-9,-9,-9,24.4,22.4,8.9,1007.6,1008.4,-9.0
202407140300,113,30,2,-9,8000,-9,-9,10,6,4,6,4000,6,6,6000,-9,-9,-9,-9,-9,-9,24.1,22.4,9.1,1007.6,1008.4,-9.0
202407140400,113,50,3,-9,4000,-9,-9,10,5,3,6,3000,5,6,5000,-9,-9,-9,-9,-9,-9,24.0,22.7,9.3,1007.5,1008.3,-9.0
202407140500,113,40,4,-9,3000,-9,-9,10,4,4,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,23.9,22.7,9.3,1008.1,1008.9,-9.0
202407140600,113,50,7,-9,3000,-9,-9,10,7,2,6,3500,7,0,20000,-9,-9,-9,-9,-9,-9,23.8,23.0,9.5,1007.8,1008.6,-9.0
202407140700,113,40,9,-9,4000,-9,-9,10,7,2,6,3000,7,0,20000,-9,-9,-9,-9,-9,-9,24.1,22.8,9.2,1008.2,1009.0,-9.0
202407140800,113,40,7,-9,6000,-9,-9,10,4,4,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.7,22.8,8.9,1008.8,1009.6,-9.0
202407140900,113,40,9,-9,9000,-9,-9,10,3,3,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.8,22.9,7.9,1008.9,1009.7,-9.0
202407141000,113,110,9,-9,10000,-9,-9,-9,4,1,7,1500,4,6,2500,-9,-9,-9,-9,-9,-9,28.8,21.8,6.6,1008.9,1009.7,-9.0
202407141100,113,100,6,-9,10000,-9,-9,-9,4,4,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,30.4,22.2,6.2,1008.9,1009.7,-9.0
202407141200,113,110,9,-9,10000,-9,-9,-9,4,2,6,3000,4,3,16000,-9,-9,-9,-9,-9,-9,30.8,21.6,5.8,1008.8,1009.6,-9.0
202407141300,113,110,6,-9,10000,-9,-9,-9,2,2,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,31.3,21.5,5.6,1008.2,1009.0,-9.0
202407141400,113,130,6,-9,10000,-9,-9,-9,5,3,6,4500,5,3,8000,-9,-9,-9,-9,-9,-9,32.1,21.9,5.5,1008.1,1008.8,-9.0
202407141500,113,160,6,-9,10000,-9,-9,-9,4,2,6,4500,4,3,8000,-9,-9,-9,-9,-9,-9,31.7,22.4,5.8,1008.1,1008.9,-9.0
202407141600,113,160,6,-9,10000,-9,-9,-9,3,3,6,4500,-9,-9,-9,-9,-9,-9,-9,-9,-9,32.2,22.4,5.6,1008.0,1008.8,-9.0
202407141700,113,160,6,-9,10000,-9,-9,-9,5,3,6,4000,5,6,6000,-9,-9,-9,-9,-9,-9,30.6,22.0,6.0,1008.0,1008.8,-9.0
202407141800,113,310,5,-9,10000,-9,-9,-9,3,3,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,30.3,22.7,6.4,1008.3,1009.1,-9.0
202407141900,113,330,5,-9,10000,-9,-9,-9,6,6,6,4500,-9,-9,-9,-9,-9,-9,-9,-9,-9,28.9,23.0,7.0,1008.8,1009.6,-9.0
202407142000,113,300,2,-9,10000,-9,-9,-9,3,3,6,4500,-9,-9,-9,-9,-9,-9,-9,-9,-9,28.1,22.8,7.3,1009.0,1009.8,-9.0
202407142100,113,160,8,-9,10000,-9,-9,-9,5,5,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,28.5,22.4,7.0,1009.7,1010.5,-9.0
202407142200,113,220,4,-9,10000,-9,-9,-9,5,5,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.3,23.0,7.8,1010.3,1011.1,-9.0
202407142300,113,150,5,-9,10000,-9,-9,-9,5,5,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.6,23.2,8.2,1010.5,1011.2,-9.0
202407150000,113,150,7,-9,10000,-9,-9,-9,5,5,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.4,22.1,7.7,1010.5,1011.2,-9.0
202407150100,113,110,6,-9,10000,-9,-9,-9,2,2,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.6,21.4,7.3,1010.4,1011.2,-9.0
202407150200,113,110,6,-9,10000,-9,-9,-9,1,1,3,10000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.0,21.7,7.7,1010.5,1011.3,-9.0
202407150300,113,80,4,-9,10000,-9,-9,-9,1,1,3,10000,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.9,21.3,7.6,1010.7,1011.5,-9.0
202407150400,113,60,5,-9,10000,-9,-9,-9,2,2,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.1,21.7,8.2,1010.9,1011.7,-9.0
202407150500,113,60,5,-9,10000,-9,-9,-9,1,1,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.7,20.8,7.9,1010.9,1011.7,-9.0
202407150600,113,40,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.0,21.6,8.6,1011.2,1012.0,-9.0
202407150700,113,40,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.6,21.4,8.2,1011.6,1012.4,-9.0
202407150800,113,40,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.4,21.3,7.8,1011.6,1012.4,-9.0
202407150900,113,40,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.3,21.5,7.1,1011.7,1012.5,-9.0
202407151000,113,110,7,-9,10000,-9,-9,-9,1,1,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,29.2,21.2,6.2,1011.7,1012.5,-9.0
202407151100,113,160,6,-9,10000,-9,-9,-9,1,1,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,29.4,21.8,6.4,1011.7,1012.4,-9.0
202407151200,113,160,7,-9,10000,-9,-9,-9,1,1,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,30.3,21.3,5.9,1011.4,1012.2,-9.0
202407151300,113,160,8,-9,10000,-9,-9,-9,3,1,6,3000,3,3,6500,-9,-9,-9,-9,-9,-9,31.0,23.0,6.3,1011.2,1012.0,-9.0
202407151400,113,170,6,-9,10000,-9,-9,-9,6,6,6,5500,-9,-9,-9,-9,-9,-9,-9,-9,-9,29.8,22.1,6.4,1011.0,1011.8,-9.0
202407151500,113,330,5,-9,10000,-9,-9,-9,6,2,8,4000,6,3,8000,-9,-9,-9,-9,-9,-9,29.2,23.1,7.0,1010.5,1011.3,-9.0
202407151600,113,300,6,-9,10000,-9,-9,-9,7,3,8,4000,7,3,8000,-9,-9,-9,-9,-9,-9,28.8,23.5,7.3,1010.1,1010.9,-9.0
202407151700,113,290,7,-9,10000,-9,-9,-9,5,3,8,4000,5,3,10000,-9,-9,-9,-9,-9,-9,29.8,22.4,6.5,1009.7,1010.5,-9.0
202407151800,113,290,7,-9,10000,-9,-9,-9,5,2,8,3500,5,3,9000,-9,-9,-9,-9,-9,-9,28.4,22.3,6.9,1009.5,1010.3,-9.0
202407151900,113,280,7,-9,10000,-9,-9,-9,2,2,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.5,22.7,7.5,1009.6,1010.4,-9.0
202407152000,113,290,4,-9,10000,-9,-9,-9,5,3,6,4000,5,3,8000,-9,-9,-9,-9,-9,-9,26.6,22.1,7.7,1010.0,1010.8,-9.0
202407152100,113,270,5,-9,10000,-9,-9,-9,6,4,6,4000,6,3,9000,-9,-9,-9,-9,-9,-9,26.3,21.8,7.6,1010.7,1011.4,-9.0
202407152200,113,240,5,-9,10000,-9,-9,-9,5,1,6,4000,5,3,7500,-9,-9,-9,-9,-9,-9,25.8,22.1,8.0,1011.3,1012.1,-9.0
202407152300,113,260,3,-9,10000,-9,-9,-9,5,1,6,4000,5,3,7500,-9,-9,-9,-9,-9,-9,25.3,22.3,8.3,1011.2,1012.0,-9.0
202407160000,113,30,3,-9,10000,-9,-9,-9,5,1,6,4000,5,3,7500,-9,-9,-9,-9,-9,-9,25.0,23.1,8.9,1011.1,1011.9,-9.0
202407160100,113,320,1,-9,10000,-9,-9,-9,6,4,6,3500,6,3,7500,-9,-9,-9,-9,-9,-9,25.0,22.8,8.8,1010.8,1011.6,-9.0
202407160200,113,50,3,-9,10000,-9,-9,-9,6,5,6,2000,6,3,8000,-9,-9,-9,-9,-9,-9,25.2,22.9,8.7,1010.5,1011.3,-9.0
202407160300,113,50,4,-9,10000,-9,-9,-9,6,5,6,2500,6,6,4000,-9,-9,-9,-9,-9,-9,25.0,23.2,9.0,1009.9,1010.7,-9.0
202407160400,113,50,4,-9,10000,-9,-9,-9,6,6,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,24.8,23.2,9.1,1009.7,1010.5,-9.0
202407160500,113,110,3,-9,10000,-9,-9,-9,7,7,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,25.8,22.9,8.4,1010.1,1010.9,-9.0
202407160600,113,100,6,-9,10000,-9,-9,-9,6,6,3,9000,-9,-9,-9,-9,-9,-9,-9,-9,-9,26.1,22.9,8.3,1010.0,1010.8,-9.0
202407160700,113,130,8,-9,10000,-9,-9,-9,6,1,6,5000,6,3,9000,-9,-9,-9,-9,-9,-9,27.1,22.5,7.6,1010.2,1011.0,-9.0
202407160800,113,110,7,-9,10000,-9,-9,-9,6,2,6,4000,5,3,9000,6,0,20000,-9,-9,-9,28.2,22.7,7.2,1010.4,1011.2,-9.0
202407160900,113,150,9,-9,10000,-9,-9,-9,7,7,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.4,22.1,7.3,1010.3,1011.1,-9.0
202407161000,113,130,10,-9,10000,-9,-9,-9,7,5,6,4000,7,3,11000,-9,-9,-9,-9,-9,-9,29.0,22.5,6.8,1010.0,1010.8,-9.0
202407161100,113,140,9,-9,10000,-9,-9,-9,4,2,6,3000,4,3,7000,-9,-9,-9,-9,-9,-9,30.1,23.5,6.8,1009.7,1010.4,-9.0
202407161200,113,150,8,-9,10000,-9,-9,-9,7,5,6,3000,7,3,7000,-9,-9,-9,-9,-9,-9,29.6,22.9,6.7,1009.5,1010.2,-9.0
202407161300,113,170,15,-9,10000,-9,-9,60,7,5,6,3000,7,3,7000,-9,-9,-9,-9,-9,-9,26.7,23.0,8.0,1009.4,1010.2,0.0
202407161400,113,160,10,-9,8000,-9,-9,61,7,5,6,3000,7,4,7000,-9,-9,-9,-9,-9,-9,25.6,24.2,9.2,1009.4,1010.2,0.0
202407161500,113,140,7,-9,8000,-9,-9,60,7,2,7,1000,5,6,3000,7,4,7000,-9,-9,-9,25.1,24.2,9.5,1009.2,1010.0,0.8
202407161600,113,130,7,-9,4000,-9,-9,61,7,3,7,700,5,6,2000,7,4,7000,-9,-9,-9,24.7,24.2,9.7,1009.0,1009.8,1.3
202407161700,113,140,8,-9,5000,-9,-9,61,8,4,7,400,6,6,2000,8,4,7000,-9,-9,-9,25.1,24.5,9.6,1008.6,1009.4,0.2
202407161800,113,150,5,-9,9000,-9,-9,10,8,4,7,400,6,6,2000,8,4,7000,-9,-9,-9,25.2,24.4,9.5,1008.7,1009.5,0.0
202407161900,113,200,10,-9,9000,-9,-9,10,8,5,7,600,7,6,2000,8,4,7000,-9,-9,-9,25.6,24.3,9.3,1008.9,1009.7,-9.0
202407162000,113,190,13,-9,5000,-9,-9,61,8,5,7,400,7,6,2500,8,4,10000,-9,-9,-9,24.8,23.9,9.5,1008.8,1009.6,0.0
202407162100,113,180,8,-9,10000,-9,-9,60,8,3,7,400,5,6,3000,8,4,10000,-9,-9,-9,24.8,23.8,9.4,1009.1,1009.9,0.6
202407162200,113,220,10,-9,4000,-9,-9,63,8,3,7,500,7,6,2500,8,4,8000,-9,-9,-9,23.9,23.2,9.6,1010.4,1011.2,0.4
202407162300,113,150,6,-9,10000,-9,-9,61,8,1,7,600,3,6,4500,8,4,11000,-9,-9,-9,24.3,23.5,9.5,1009.1,1009.9,1.8
202407170000,113,180,10,-9,10000,-9,-9,60,8,5,7,500,7,6,5500,8,4,8000,-9,-9,-9,24.6,23.9,9.6,1009.4,1010.2,0.1
202407170100,113,170,9,-9,10000,-9,-9,21,8,3,7,500,5,6,4000,8,4,8000,-9,-9,-9,24.5,23.5,9.4,1009.2,1010.0,0.0
202407170200,113,160,10,-9,5000,-9,-9,63,8,2,7,600,7,7,1200,8,5,7000,-9,-9,-9,24.1,23.4,9.6,1008.2,1009.0,0.3
202407170300,113,150,11,-9,10000,-9,-9,91,8,2,9,700,7,7,1000,8,4,7000,-9,-9,-9,23.9,23.2,9.6,1007.3,1008.1,2.0
202407170400,113,170,14,-9,10000,-9,-9,60,8,7,7,600,8,4,7000,-9,-9,-9,-9,-9,-9,24.6,23.8,9.6,1006.7,1007.5,0.1
202407170500,113,190,18,-9,10000,-9,-9,60,8,5,7,700,7,6,3000,8,4,9000,-9,-9,-9,25.5,24.3,9.3,1006.7,1007.5,0.0
202407170600,113,190,18,-9,10000,-9,-9,21,8,5,7,600,7,6,3000,8,4,10000,-9,-9,-9,25.7,24.6,9.4,1006.8,1007.6,0.0
202407170700,113,200,19,-9,7000,-9,-9,60,8,5,7,400,7,6,3000,8,4,10000,-9,-9,-9,25.3,24.4,9.5,1007.3,1008.1,0.0
202407170800,113,200,15,-9,10000,-9,-9,21,8,5,7,700,7,6,3000,8,4,10000,-9,-9,-9,25.6,24.1,9.2,1007.8,1008.6,0.0
202407170900,113,200,21,-9,8000,-9,-9,13,8,5,9,600,7,6,3000,8,4,10000,-9,-9,-9,25.3,24.3,9.4,1007.4,1008.2,7.2
202407171000,113,200,21,-9,10000,-9,-9,-9,8,4,7,1000,7,6,3000,8,4,7000,-9,-9,-9,26.1,24.0,8.8,1007.3,1008.1,-9.0
202407171100,113,200,21,-9,10000,-9,-9,-9,8,4,7,1300,7,6,3000,8,4,7000,-9,-9,-9,26.6,24.2,8.7,1008.2,1009.0,-9.0
202407171200,113,200,20,-9,10000,-9,-9,-9,8,4,7,1500,7,6,2500,8,4,7000,-9,-9,-9,26.7,24.0,8.5,1008.0,1008.7,-9.0
202407171300,113,200,17,-9,3000,-9,-9,50,8,5,7,400,7,6,2500,8,4,7000,-9,-9,-9,25.4,24.6,9.5,1008.2,1009.0,0.1
202407171400,113,190,17,-9,4000,-9,-9,60,8,5,7,400,7,6,2500,8,4,7000,-9,-9,-9,25.5,24.6,9.5,1008.0,1008.7,0.5
202407171500,113,190,16,-9,10000,-9,-9,21,8,5,7,1000,6,6,2500,8,4,7000,-9,-9,-9,26.3,24.6,9.0,1007.2,1007.9,0.0
202407171600,113,180,16,-9,1200,2000,2000,97,8,3,7,600,4,9,2000,6,6,2500,8,5,7000,24.5,24.2,9.8,1006.9,1007.7,11.3
202407171700,113,210,8,-9,2000,-9,-9,95,8,3,9,500,5,7,1000,7,6,2500,8,5,7000,23.6,23.4,9.9,1006.5,1007.3,61.9
202407171800,113,250,6,-9,1500,1000,1100,92,8,5,7,500,7,6,2500,8,5,7000,-9,-9,-9,23.8,23.7,9.9,1006.5,1007.3,8.0
202407171900,113,200,15,-9,6000,-9,-9,91,8,5,7,300,7,6,2500,8,4,7000,-9,-9,-9,25.3,24.8,9.7,1005.9,1006.6,13.6
202407172000,113,190,15,-9,8000,-9,-9,60,8,5,7,400,7,6,2500,8,4,7000,-9,-9,-9,26.0,24.6,9.2,1005.3,1006.0,0.2
202407172100,113,200,17,27,10000,-9,-9,61,8,5,7,1000,7,6,3500,8,4,7000,-9,-9,-9,26.0,24.6,9.2,1005.7,1006.5,0.3
202407172200,113,190,12,-9,10000,-9,-9,61,8,3,9,500,5,7,1200,7,6,3000,8,4,8000,25.9,24.5,9.2,1005.8,1006.6,1.4
202407172300,113,100,2,-9,4000,-9,-9,92,8,2,9,500,5,7,1000,7,6,2000,8,5,7000,23.1,22.9,9.9,1005.6,1006.4,12.7
202407180000,113,180,16,-9,10000,-9,-9,21,8,5,7,600,7,6,3000,8,4,7000,-9,-9,-9,25.1,24.9,9.9,1004.1,1004.9,5.6
202407180100,113,230,20,-9,2000,-9,-9,97,8,4,9,500,5,7,1000,7,6,3000,8,5,5000,22.5,22.2,9.8,1004.2,1005.0,34.7
202407180200,113,170,7,-9,10000,-9,-9,91,8,5,7,800,7,6,2500,8,4,7000,-9,-9,-9,23.8,23.3,9.7,1002.7,1003.5,8.7
202407180300,113,190,26,36,3000,-9,-9,65,8,5,7,1000,7,6,2500,8,5,6000,-9,-9,-9,25.5,24.3,9.3,1002.0,1002.8,0.9
202407180400,113,190,17,-9,6000,-9,-9,63,8,5,7,800,7,6,3000,8,5,7000,-9,-9,-9,23.7,22.7,9.4,1002.2,1003.0,13.9
202407180500,113,200,6,-9,2000,-9,-9,65,8,3,9,400,5,7,1000,7,6,3000,8,5,7000,22.4,22.2,9.9,1001.2,1002.0,12.0
202407180600,113,220,15,-9,4000,-9,-9,92,8,5,7,400,7,6,5000,8,4,9000,-9,-9,-9,22.7,22.4,9.8,1001.7,1002.5,26.5
202407180700,113,240,26,40,1500,-9,-9,65,8,5,7,600,7,6,3500,8,5,7000,-9,-9,-9,22.9,22.2,9.6,1002.1,1002.9,5.5
202407180800,113,240,17,-9,8000,-9,-9,61,8,3,7,1000,5,6,6000,8,4,10000,-9,-9,-9,24.1,22.3,9.0,1001.6,1002.4,8.7
202407180900,113,210,17,-9,7000,-9,-9,63,8,3,7,1000,5,6,3000,8,4,7000,-9,-9,-9,23.0,22.3,9.6,1002.1,1002.9,2.4
202407181000,113,230,10,-9,7000,-9,-9,63,8,3,7,1500,5,6,3000,8,4,7000,-9,-9,-9,23.7,22.9,9.5,1001.9,1002.7,5.0
202407181100,113,190,7,-9,8000,-9,-9,63,8,2,7,500,6,6,2500,8,4,7000,-9,-9,-9,23.9,23.3,9.6,1001.2,1002.0,5.0
202407181200,113,130,10,-9,3000,-9,-9,63,8,5,7,400,7,6,2500,8,4,7000,-9,-9,-9,23.6,23.4,9.9,1000.0,1000.8,10.2
202407181300,113,120,7,-9,8000,-9,-9,63,8,5,7,400,7,6,2000,8,4,7000,-9,-9,-9,24.4,23.7,9.6,999.4,1000.2,6.2
202407181400,113,110,7,-9,7000,-9,-9,63,8,5,7,500,7,6,2500,8,4,7000,-9,-9,-9,24.1,23.9,9.9,998.6,999.3,5.6
202407181500,113,30,8,-9,8000,-9,-9,10,8,5,7,500,7,6,2500,8,4,7000,-9,-9,-9,25.0,24.3,9.6,998.6,999.4,0.5
